target,position,layer,r2,r2_shuffled,r2_random
c2y,pre_x,20,0.5243013805424528,-0.010920231946920378,0.357502674399946
answer~nonlin,pre_x,20,0.0028261673396837717,-0.0107633851877047,-0.005298730875260782
x~nonlin,pre_x,20,0.727643315274966,0.00505803510954117,0.6090191486533101
c1x~nonlin,pre_x,20,-0.004812308271768595,-0.0068885088832646435,-0.0026668830347875705
y~nonlin,pre_x,20,-0.005840919643458342,-0.01441395354515751,-0.006231115802348919
c2y~nonlin,pre_x,20,0.002765676283968954,-0.002794372695881675,-0.005290472862469864
answer,pre_x,22,0.5916132375459426,-0.002779280787845728,0.42241470749576826
x,pre_x,22,0.8107361908752728,-0.008233036115079972,0.6558281686118319
c1x,pre_x,22,0.7305156773811361,-0.008323611888085614,0.5501782496619609
y,pre_x,22,0.7179369654093395,-0.0029831823977881644,0.5129358271601658
c2y,pre_x,22,0.5952812863224891,-0.012793062819146606,0.4244943141803138
answer~nonlin,pre_x,22,0.008515987218059795,-0.00965677264979381,0.0016628972854487722
x~nonlin,pre_x,22,0.720770053607519,0.003940374026785487,0.5856092780531756
c1x~nonlin,pre_x,22,-0.0030137263918832424,-0.005548908760675264,-0.002682230717499179
y~nonlin,pre_x,22,0.001838871963280253,-0.016887503450036867,-0.0037999563359214505
c2y~nonlin,pre_x,22,0.008874229439274184,-0.007671569972647951,0.00045569678876622444
answer,pre_x,24,0.6854416595838335,-0.005416453158917811,0.5427531674940979
x,pre_x,24,0.9613051218729968,-0.004337343607276667,0.8344643351549239
c1x,pre_x,24,0.8461449028837987,-0.01052793015105613,0.715046466045328
y,pre_x,24,0.8194750404031856,0.0022423125379972264,0.6645353992114661
c2y,pre_x,24,0.6879117375149915,-0.014533492727329511,0.5469928113997116
answer~nonlin,pre_x,24,-0.0014482309239574054,-0.009220909780810915,-0.0024092253323404478
x~nonlin,pre_x,24,0.7435599600340074,0.004409664428625337,0.6478273455381677
c1x~nonlin,pre_x,24,-0.008982278917186504,-0.010899430481305039,-0.002634417761280927
y~nonlin,pre_x,24,-0.002418741772959754,-0.014372295247620182,-0.0020185729122386142
c2y~nonlin,pre_x,24,-0.000531100735734702,-0.005325086308099802,-0.002246343896276315
answer,pre_x,26,0.6926919078438727,-0.009757652707090836,0.568783632290853
x,pre_x,26,0.966692793676529,-0.01364454631641765,0.8753262662011597
c1x,pre_x,26,0.8553410357693882,-0.009001337838168144,0.736668534924919
y,pre_x,26,0.8175381443209063,-0.0052137476371116875,0.6898320484899584
c2y,pre_x,26,0.6964598298666224,-0.01650266982078219,0.5696873107573412
answer~nonlin,pre_x,26,-0.0026475371528953406,-0.008798208811411579,-0.003122988566842011
x~nonlin,pre_x,26,0.7352316483623955,0.003592119690957518,0.6473728246739384
c1x~nonlin,pre_x,26,-0.0034167936922706588,-0.011154303302642887,-0.004280837565605822
y~nonlin,pre_x,26,0.0024929389214860542,-0.011376163929256666,-0.004057657443310658
c2y~nonlin,pre_x,26,-0.002086824133946452,-0.0038341102652390546,-0.0029734126389835414
answer,pre_x,28,0.6328344666212549,-0.009901019322189786,0.4614829638935106
x,pre_x,28,0.9547494081199813,-0.00031455318968465207,0.7604454272899045
c1x,pre_x,28,0.8200185467443808,-0.0037995801702139786,0.6279310188441534
y,pre_x,28,0.770343461011969,0.0039112362265044665,0.584861054211739
c2y,pre_x,28,0.634496285386523,-0.01188829379344658,0.46405513011268285
answer~nonlin,pre_x,28,-0.002521026706396201,-0.0044344780925291705,0.0007960726692884945
x~nonlin,pre_x,28,0.6709069600284732,0.002027249448101065,0.49508200997940277
c1x~nonlin,pre_x,28,-0.00525512609583112,-0.008443838030588902,0.0011831503149308809
y~nonlin,pre_x,28,0.00038592317488383987,-0.011351947362356896,0.002192435528095782
c2y~nonlin,pre_x,28,-0.0033431083095905034,0.002745727717753721,-3.417219005008576e-05
answer,val_x,0,-0.007263269096337455,-0.009535310144904496,-0.0022589267073644947
x,val_x,0,-0.0057112699417603,-0.014103698002858378,-0.002356591525254137
c1x,val_x,0,-0.005418173656173142,-0.014396542896497166,-0.00338122271333563
y,val_x,0,-0.00559355225935354,0.0026991802241361773,-0.0025852153230749852
c2y,val_x,0,-0.007845734892113265,-0.005813180664390849,-0.00248096375647755
answer~nonlin,val_x,0,-0.010141915735005558,-0.014000860039424357,-0.0051886155132394585
x~nonlin,val_x,0,-0.008621165081886373,0.0015845529083764465,-0.001445287565387643
c1x~nonlin,val_x,0,-0.00797029439697683,-0.003312692635428549,-0.004721547829588113
y~nonlin,val_x,0,-0.005858060781186225,-0.008823096082987592,-0.006936929647518353
c2y~nonlin,val_x,0,-0.009599695186396806,-0.009064838799240249,-0.004950137516893216
answer,val_x,2,0.5992589966286215,-0.005492839185080367,0.5866070748420853
x,val_x,2,0.9995928456244598,-0.012369007161457057,0.9929986921371964
c1x,val_x,2,0.8013479575853693,-0.021619842481504614,0.794234467215949
y,val_x,2,0.7479198815036587,0.004846275343214579,0.7367299254650599
c2y,val_x,2,0.6012233286128195,-0.012195846220341755,0.5880716753299247
answer~nonlin,val_x,2,-0.0201036264615575,-0.019169040539811277,-0.002760946279972698
x~nonlin,val_x,2,0.45263069471634654,0.0031958298050038803,0.4396129491284426
c1x~nonlin,val_x,2,-0.009537269205144083,-0.011685292458125662,-0.002526673731430895
y~nonlin,val_x,2,-0.007463610690690459,-0.006620569274391919,-0.0036645985208816345
c2y~nonlin,val_x,2,-0.019111132625700966,-0.013940238163210106,-0.002585667362459132
answer,val_x,4,0.5969515676185779,-0.006062590006290058,0.5673346940461703
x,val_x,4,0.9987264657539766,-0.007347430214284412,0.9713480792971815
c1x,val_x,4,0.7994550587593782,-0.018008681391734616,0.769333710206373
y,val_x,4,0.744782309832321,0.004223596792501838,0.7184636913696446
c2y,val_x,4,0.6001965545643133,-0.009567712831088482,0.5692779893601168
answer~nonlin,val_x,4,-0.019852016120001093,-0.015453430522057499,-0.003526281849483226
x~nonlin,val_x,4,0.49216819745041196,0.0046378504212414295,0.47166908832606436
c1x~nonlin,val_x,4,-0.0073329550134062504,-0.011643470950352786,-0.0023939488124389285
y~nonlin,val_x,4,-0.007039359322142946,-0.008278451527512276,-0.005804829603508033
c2y~nonlin,val_x,4,-0.0189285136594064,-0.0037887605161175397,-0.003285924745608293
answer,val_x,6,0.597069646749951,-0.0061924009571689975,0.5625681745165665
x,val_x,6,0.9976343889674811,-0.009785031673943623,0.9489282321283807
c1x,val_x,6,0.7979756003185143,-0.017130012133538264,0.7524435837033936
y,val_x,6,0.7467712419550006,0.0008354635935634569,0.7033750658131952
c2y,val_x,6,0.5997961365751254,-0.005586261780376578,0.566386937761841
answer~nonlin,val_x,6,-0.016664212269897893,-0.01142554867782608,-0.003402765333987423
x~nonlin,val_x,6,0.6239135208666443,0.0008475183219468496,0.5296626495996309
c1x~nonlin,val_x,6,-0.008776334778038075,-0.007310231018958335,-0.002488037294481993
y~nonlin,val_x,6,-0.007943431696324499,-0.007344304800503965,-0.0032038614685827582
c2y~nonlin,val_x,6,-0.016725650229024724,-0.010877349693478644,-0.003149075459713213
answer,val_x,8,0.5973977915053965,-0.008005898717224902,0.5727485633190339
x,val_x,8,0.9957433356327913,-0.010335115042059861,0.971033021669565
c1x,val_x,8,0.7951623897206976,-0.016065410120424284,0.7702287830682667
y,val_x,8,0.7465080546762777,0.00025329420900832567,0.719122866637008
c2y,val_x,8,0.5999160801401012,-0.008505813469485979,0.5769327009926701
answer~nonlin,val_x,8,-0.02192370385198683,-0.011915429326077254,-0.0031139281575360833
x~nonlin,val_x,8,0.7180726944094635,-0.0003972587342047085,0.581236903414527
c1x~nonlin,val_x,8,-0.008022916582192341,-0.007004872786139149,-0.002658462775370296
y~nonlin,val_x,8,-0.006621041105317804,-0.008380270321116434,-0.003467500653517419
c2y~nonlin,val_x,8,-0.021599274642118305,-0.01346315572655743,-0.0029513905965581344
answer,val_x,10,0.6007468511942298,-0.0011836884623479538,0.5580464243296496
x,val_x,10,0.9922407664526951,-0.012986077220293435,0.9510554146114449
c1x,val_x,10,0.7918245127235775,-0.01205699629475232,0.7501896408231878
y,val_x,10,0.7446449900702401,0.0003006538773357992,0.7043377754935902
c2y,val_x,10,0.5991842297162449,-0.00851005485305456,0.5606206221322624
answer~nonlin,val_x,10,-0.020050279035466634,-0.006217034954506762,-0.003090861451919835
x~nonlin,val_x,10,0.7867557242640253,0.0010770758499467625,0.6485081942390164
c1x~nonlin,val_x,10,-0.010040917488314482,-0.0058032615345058325,-0.002536135781150861
y~nonlin,val_x,10,-0.00807185883348116,-0.008431860139906266,-0.0029421693450566444
c2y~nonlin,val_x,10,-0.020543543811707865,-0.005012813159364304,-0.0029242717653499284
answer,val_x,12,0.5964129819310773,-0.004361649732712802,0.5675978191951978
x,val_x,12,0.9895621360282784,-0.00979907151778403,0.9585805940782253
c1x,val_x,12,0.7867745842519882,-0.010028412172469858,0.7567498342485047
y,val_x,12,0.7378774861137314,-0.005497372932178779,0.7117604722628661
c2y,val_x,12,0.5943256726392616,-0.011327221801218146,0.569492503306955
answer~nonlin,val_x,12,-0.019047329684724668,-0.007522158200957696,-0.0038017768250666606
x~nonlin,val_x,12,0.7691124174318812,0.003045332695253311,0.6377318339141516
c1x~nonlin,val_x,12,-0.010537051003031817,-0.004735759341507384,-0.003229082938821737
y~nonlin,val_x,12,-0.01289879605867994,-0.0048557606670545095,-0.003018786698447906
c2y~nonlin,val_x,12,-0.01962217460113247,-0.004933446120961804,-0.005434929902833785
answer,val_x,14,0.597680019341006,-0.0036935830715953966,0.5729627839949162
x,val_x,14,0.9874373961996833,-0.012606474881393215,0.9546241176149738
c1x,val_x,14,0.7885912431371649,-0.012269995617511187,0.7614483992449228
y,val_x,14,0.7380470552697677,-0.00474525004298898,0.7129954867732322
c2y,val_x,14,0.5936636878950861,-0.010713592902952263,0.5742486182294002
answer~nonlin,val_x,14,-0.017526133091625873,-0.007929359681788872,-0.0031488679319449098
x~nonlin,val_x,14,0.7637445283801854,0.004431112819154759,0.6146733360995252
c1x~nonlin,val_x,14,-0.008036087495628452,-0.005570888413018116,-0.003831073548535402
y~nonlin,val_x,14,-0.007653108826911836,-0.005584173873936837,-0.002254844852526805
c2y~nonlin,val_x,14,-0.017491974296384605,-0.0019205672217232905,-0.002968077343994624
answer,val_x,16,0.6161436739482129,-0.004459570974964855,0.5935216495571352
x,val_x,16,0.9810365137024328,-0.010058389306646376,0.9308554543230104
c1x,val_x,16,0.7945247028897306,-0.015214308833821244,0.7623502567482545
y,val_x,16,0.7439930732622455,-0.0013588543445146595,0.715041940291403
c2y,val_x,16,0.6169195339664542,-0.011913230136499253,0.5967998672472424
answer~nonlin,val_x,16,-0.012311440269388907,-0.01404625957422767,-0.003398353402847887
x~nonlin,val_x,16,0.7660304086539695,0.0005738489967292981,0.6102490794797828
c1x~nonlin,val_x,16,-0.006342139842133054,-0.006486469731147526,-0.003888916828934441
y~nonlin,val_x,16,-0.005783771631789225,-0.008347747392866367,-0.002281016367532418
c2y~nonlin,val_x,16,-0.01135732750156171,-0.002814031176282983,-0.004561856061533698
answer,val_x,18,0.6239390838283602,-0.007922997221512462,0.5908428694747718
x,val_x,18,0.968566656685873,-0.011382337102115558,0.91045756848628
c1x,val_x,18,0.8152427027350018,-0.012854300427958654,0.754883754663742
y,val_x,18,0.7650780669378017,-0.0030254911006850627,0.7149861382014318
c2y,val_x,18,0.6269182898356522,-0.011808233423309611,0.5948368805583928
answer~nonlin,val_x,18,-0.0070560881076129345,-0.011676869407120316,-0.002776871611436915
x~nonlin,val_x,18,0.7409484042546992,0.004292933690558831,0.6174486446904819
c1x~nonlin,val_x,18,-0.005324815558731544,-0.007798541487252564,-0.0038950224614413553
y~nonlin,val_x,18,-0.0019922441072479646,-0.009283884533037634,-0.0038661788131002517
c2y~nonlin,val_x,18,-0.005791400030061844,-0.0034589959506956536,-0.002917291051596882
answer,val_x,20,0.6537105827536092,-0.0051117965505240726,0.5855310052960088
x,val_x,20,0.9602479354827697,-0.011701734392347118,0.8962865181736703
c1x,val_x,20,0.8156525075140877,-0.013625649140585727,0.7562623032538044
y,val_x,20,0.7987334230051305,-0.001609876442573821,0.7177398062328103
c2y,val_x,20,0.6573192131350029,-0.008146789509758001,0.5914785076193942
answer~nonlin,val_x,20,-0.006109144315693982,-0.013967812363427035,-0.002899797879016397
x~nonlin,val_x,20,0.7327421578090799,0.0045246398886701344,0.626291629451957
