target,position,layer,top1_first_digit,top1_shuffled
s1,dot_16,24,0.07,0.099
s2,dot_16,24,0.059,0.127
answer,dot_16,25,0.042,0.121
s1,dot_16,25,0.074,0.106
s2,dot_16,25,0.052,0.118
answer,dot_16,26,0.04,0.088
s1,dot_16,26,0.069,0.11
s2,dot_16,26,0.039,0.107
answer,dot_16,27,0.038,0.078
s1,dot_16,27,0.061,0.086
s2,dot_16,27,0.041,0.101
answer,dot_16,28,0.102,0.13
s1,dot_16,28,0.06,0.065
s2,dot_16,28,0.128,0.175
answer,dot_17,0,0.029,0.029
s1,dot_17,0,0.105,0.105
s2,dot_17,0,0.003,0.003
answer,dot_17,1,0.1,0.109
s1,dot_17,1,0.091,0.054
s2,dot_17,1,0.108,0.1
answer,dot_17,2,0.083,0.079
s1,dot_17,2,0.073,0.084
s2,dot_17,2,0.084,0.07
answer,dot_17,3,0.094,0.102
s1,dot_17,3,0.075,0.093
s2,dot_17,3,0.103,0.103
answer,dot_17,4,0.095,0.122
s1,dot_17,4,0.105,0.081
s2,dot_17,4,0.084,0.107
answer,dot_17,5,0.102,0.104
s1,dot_17,5,0.084,0.083
s2,dot_17,5,0.1,0.107
answer,dot_17,6,0.089,0.104
s1,dot_17,6,0.096,0.087
s2,dot_17,6,0.099,0.115
answer,dot_17,7,0.138,0.119
s1,dot_17,7,0.081,0.093
s2,dot_17,7,0.147,0.162
answer,dot_17,8,0.128,0.11
s1,dot_17,8,0.087,0.083
s2,dot_17,8,0.131,0.128
answer,dot_17,9,0.132,0.101
s1,dot_17,9,0.109,0.101
s2,dot_17,9,0.126,0.139
answer,dot_17,10,0.122,0.114
s1,dot_17,10,0.126,0.105
s2,dot_17,10,0.11,0.12
answer,dot_17,11,0.094,0.105
s1,dot_17,11,0.115,0.078
s2,dot_17,11,0.089,0.102
answer,dot_17,12,0.098,0.107
s1,dot_17,12,0.098,0.093
s2,dot_17,12,0.09,0.082
answer,dot_17,13,0.119,0.113
s1,dot_17,13,0.099,0.09
s2,dot_17,13,0.095,0.086
answer,dot_17,14,0.114,0.097
s1,dot_17,14,0.107,0.095
s2,dot_17,14,0.091,0.084
answer,dot_17,15,0.139,0.135
s1,dot_17,15,0.093,0.084
s2,dot_17,15,0.129,0.107
answer,dot_17,16,0.091,0.091
s1,dot_17,16,0.087,0.072
s2,dot_17,16,0.084,0.073
answer,dot_17,17,0.098,0.108
s1,dot_17,17,0.081,0.085
s2,dot_17,17,0.093,0.101
answer,dot_17,18,0.099,0.099
s1,dot_17,18,0.085,0.089
s2,dot_17,18,0.085,0.111
answer,dot_17,19,0.114,0.105
s1,dot_17,19,0.081,0.094
s2,dot_17,19,0.09,0.123
answer,dot_17,20,0.133,0.117
s1,dot_17,20,0.117,0.098
s2,dot_17,20,0.125,0.14
answer,dot_17,21,0.103,0.098
s1,dot_17,21,0.113,0.104
s2,dot_17,21,0.071,0.093
answer,dot_17,22,0.131,0.107
s1,dot_17,22,0.081,0.074
s2,dot_17,22,0.113,0.122
answer,dot_17,23,0.132,0.106
s1,dot_17,23,0.067,0.076
s2,dot_17,23,0.113,0.109
answer,dot_17,24,0.099,0.123
s1,dot_17,24,0.051,0.078
s2,dot_17,24,0.113,0.128
answer,dot_17,25,0.133,0.133
s1,dot_17,25,0.051,0.087
s2,dot_17,25,0.139,0.147
answer,dot_17,26,0.109,0.115
s1,dot_17,26,0.057,0.078
s2,dot_17,26,0.116,0.126
answer,dot_17,27,0.1,0.121
s1,dot_17,27,0.049,0.067
s2,dot_17,27,0.098,0.131
answer,dot_17,28,0.089,0.131
s1,dot_17,28,0.075,0.069
s2,dot_17,28,0.098,0.174
answer,dot_18,0,0.029,0.029
s1,dot_18,0,0.105,0.105
s2,dot_18,0,0.003,0.003
answer,dot_18,1,0.15,0.137
s1,dot_18,1,0.102,0.067
s2,dot_18,1,0.166,0.155
answer,dot_18,2,0.091,0.084
s1,dot_18,2,0.088,0.081
s2,dot_18,2,0.081,0.074
answer,dot_18,3,0.082,0.11
s1,dot_18,3,0.081,0.095
s2,dot_18,3,0.095,0.095
answer,dot_18,4,0.105,0.112
s1,dot_18,4,0.097,0.088
s2,dot_18,4,0.103,0.112
answer,dot_18,5,0.103,0.099
s1,dot_18,5,0.078,0.083
s2,dot_18,5,0.106,0.093
answer,dot_18,6,0.085,0.099
s1,dot_18,6,0.068,0.081
s2,dot_18,6,0.084,0.094
answer,dot_18,7,0.121,0.106
s1,dot_18,7,0.056,0.091
s2,dot_18,7,0.118,0.14
answer,dot_18,8,0.122,0.111
s1,dot_18,8,0.084,0.078
s2,dot_18,8,0.118,0.122
answer,dot_18,9,0.121,0.125
s1,dot_18,9,0.085,0.103
s2,dot_18,9,0.119,0.138
answer,dot_18,10,0.108,0.109
s1,dot_18,10,0.119,0.091
s2,dot_18,10,0.088,0.106
answer,dot_18,11,0.101,0.111
s1,dot_18,11,0.122,0.091
s2,dot_18,11,0.105,0.107
answer,dot_18,12,0.064,0.089
s1,dot_18,12,0.112,0.114
s2,dot_18,12,0.068,0.075
answer,dot_18,13,0.092,0.086
s1,dot_18,13,0.101,0.097
s2,dot_18,13,0.088,0.085
answer,dot_18,14,0.112,0.093
s1,dot_18,14,0.098,0.099
s2,dot_18,14,0.124,0.098
answer,dot_18,15,0.104,0.085
s1,dot_18,15,0.089,0.092
s2,dot_18,15,0.11,0.094
answer,dot_18,16,0.095,0.088
s1,dot_18,16,0.077,0.092
s2,dot_18,16,0.089,0.096
answer,dot_18,17,0.099,0.093
s1,dot_18,17,0.079,0.102
s2,dot_18,17,0.084,0.089
answer,dot_18,18,0.091,0.091
s1,dot_18,18,0.095,0.094
s2,dot_18,18,0.07,0.089
answer,dot_18,19,0.093,0.109
s1,dot_18,19,0.091,0.088
s2,dot_18,19,0.095,0.098
answer,dot_18,20,0.101,0.096
s1,dot_18,20,0.108,0.094
s2,dot_18,20,0.086,0.076
answer,dot_18,21,0.086,0.085
s1,dot_18,21,0.1,0.085
s2,dot_18,21,0.054,0.066
answer,dot_18,22,0.107,0.104
s1,dot_18,22,0.077,0.082
s2,dot_18,22,0.074,0.09
answer,dot_18,23,0.114,0.11
s1,dot_18,23,0.08,0.084
s2,dot_18,23,0.075,0.117
answer,dot_18,24,0.101,0.103
s1,dot_18,24,0.082,0.089
s2,dot_18,24,0.088,0.098
answer,dot_18,25,0.129,0.119
s1,dot_18,25,0.084,0.071
s2,dot_18,25,0.099,0.12
answer,dot_18,26,0.09,0.104
s1,dot_18,26,0.093,0.091
s2,dot_18,26,0.08,0.109
answer,dot_18,27,0.089,0.091
s1,dot_18,27,0.058,0.092
s2,dot_18,27,0.069,0.081
answer,dot_18,28,0.068,0.091
s1,dot_18,28,0.086,0.075
s2,dot_18,28,0.056,0.092
answer,dot_19,0,0.029,0.029
s1,dot_19,0,0.105,0.105
s2,dot_19,0,0.003,0.003
answer,dot_19,1,0.074,0.079
s1,dot_19,1,0.105,0.097
s2,dot_19,1,0.06,0.08
answer,dot_19,2,0.096,0.081
s1,dot_19,2,0.103,0.106
s2,dot_19,2,0.082,0.079
answer,dot_19,3,0.102,0.127
s1,dot_19,3,0.076,0.091
s2,dot_19,3,0.103,0.12
answer,dot_19,4,0.101,0.116
s1,dot_19,4,0.096,0.094
s2,dot_19,4,0.099,0.12
answer,dot_19,5,0.111,0.131
s1,dot_19,5,0.09,0.098
s2,dot_19,5,0.104,0.117
answer,dot_19,6,0.086,0.095
s1,dot_19,6,0.09,0.083
s2,dot_19,6,0.075,0.075
answer,dot_19,7,0.132,0.118
s1,dot_19,7,0.079,0.076
s2,dot_19,7,0.114,0.135
answer,dot_19,8,0.126,0.106
s1,dot_19,8,0.087,0.074
s2,dot_19,8,0.121,0.139
answer,dot_19,9,0.118,0.114
s1,dot_19,9,0.088,0.082
s2,dot_19,9,0.121,0.138
answer,dot_19,10,0.108,0.112
s1,dot_19,10,0.121,0.093
s2,dot_19,10,0.095,0.098
answer,dot_19,11,0.117,0.125
s1,dot_19,11,0.107,0.1
s2,dot_19,11,0.131,0.124
answer,dot_19,12,0.118,0.109
s1,dot_19,12,0.093,0.098
s2,dot_19,12,0.111,0.111
answer,dot_19,13,0.119,0.11
s1,dot_19,13,0.103,0.101
s2,dot_19,13,0.102,0.101
answer,dot_19,14,0.124,0.093
s1,dot_19,14,0.077,0.09
s2,dot_19,14,0.136,0.111
answer,dot_19,15,0.145,0.153
s1,dot_19,15,0.076,0.075
s2,dot_19,15,0.159,0.158
answer,dot_19,16,0.109,0.105
s1,dot_19,16,0.113,0.103
s2,dot_19,16,0.107,0.13
answer,dot_19,17,0.114,0.099
s1,dot_19,17,0.118,0.095
s2,dot_19,17,0.112,0.129
answer,dot_19,18,0.103,0.103
s1,dot_19,18,0.125,0.088
s2,dot_19,18,0.089,0.097
answer,dot_19,19,0.119,0.145
s1,dot_19,19,0.104,0.082
s2,dot_19,19,0.13,0.147
answer,dot_19,20,0.105,0.105
s1,dot_19,20,0.1,0.095
s2,dot_19,20,0.098,0.111
answer,dot_19,21,0.092,0.114
s1,dot_19,21,0.09,0.103
s2,dot_19,21,0.075,0.107
answer,dot_19,22,0.095,0.107
s1,dot_19,22,0.09,0.088
s2,dot_19,22,0.085,0.098
answer,dot_19,23,0.133,0.113
s1,dot_19,23,0.087,0.066
s2,dot_19,23,0.109,0.119
answer,dot_19,24,0.131,0.093
s1,dot_19,24,0.074,0.097
s2,dot_19,24,0.127,0.127
answer,dot_19,25,0.151,0.124
s1,dot_19,25,0.074,0.092
s2,dot_19,25,0.153,0.117
answer,dot_19,26,0.109,0.102
s1,dot_19,26,0.067,0.105
s2,dot_19,26,0.106,0.118
answer,dot_19,27,0.095,0.088
s1,dot_19,27,0.069,0.081
s2,dot_19,27,0.106,0.104
answer,dot_19,28,0.111,0.105
s1,dot_19,28,0.066,0.078
s2,dot_19,28,0.12,0.118
answer,dot_20,0,0.029,0.029
s1,dot_20,0,0.105,0.105
s2,dot_20,0,0.003,0.003
answer,dot_20,1,0.111,0.1
s1,dot_20,1,0.088,0.077
s2,dot_20,1,0.099,0.116
answer,dot_20,2,0.145,0.139
s1,dot_20,2,0.101,0.092
s2,dot_20,2,0.157,0.174
answer,dot_20,3,0.138,0.156
s1,dot_20,3,0.084,0.079
s2,dot_20,3,0.159,0.183
answer,dot_20,4,0.134,0.143
s1,dot_20,4,0.112,0.09
s2,dot_20,4,0.135,0.182
answer,dot_20,5,0.123,0.131
s1,dot_20,5,0.096,0.082
s2,dot_20,5,0.11,0.155
answer,dot_20,6,0.131,0.147
s1,dot_20,6,0.105,0.066
s2,dot_20,6,0.135,0.171
answer,dot_20,7,0.119,0.107
s1,dot_20,7,0.105,0.068
s2,dot_20,7,0.12,0.138
answer,dot_20,8,0.105,0.085
s1,dot_20,8,0.099,0.084
s2,dot_20,8,0.088,0.112
answer,dot_20,9,0.12,0.121
s1,dot_20,9,0.131,0.084
s2,dot_20,9,0.114,0.119
answer,dot_20,10,0.089,0.092
s1,dot_20,10,0.14,0.102
s2,dot_20,10,0.072,0.087
answer,dot_20,11,0.109,0.104
s1,dot_20,11,0.119,0.102
s2,dot_20,11,0.104,0.109
answer,dot_20,12,0.107,0.105
s1,dot_20,12,0.097,0.095
s2,dot_20,12,0.105,0.109
answer,dot_20,13,0.102,0.09
s1,dot_20,13,0.102,0.097
s2,dot_20,13,0.096,0.094
answer,dot_20,14,0.133,0.116
s1,dot_20,14,0.091,0.083
s2,dot_20,14,0.137,0.154
answer,dot_20,15,0.096,0.081
s1,dot_20,15,0.061,0.086
s2,dot_20,15,0.104,0.114
answer,dot_20,16,0.12,0.126
s1,dot_20,16,0.09,0.074
s2,dot_20,16,0.126,0.147
answer,dot_20,17,0.108,0.106
s1,dot_20,17,0.117,0.092
s2,dot_20,17,0.109,0.124
answer,dot_20,18,0.098,0.092
s1,dot_20,18,0.113,0.095
s2,dot_20,18,0.087,0.101
answer,dot_20,19,0.088,0.107
s1,dot_20,19,0.111,0.096
s2,dot_20,19,0.084,0.119
answer,dot_20,20,0.102,0.108
s1,dot_20,20,0.085,0.094
s2,dot_20,20,0.1,0.12
answer,dot_20,21,0.101,0.107
s1,dot_20,21,0.084,0.104
s2,dot_20,21,0.102,0.092
answer,dot_20,22,0.107,0.106
s1,dot_20,22,0.068,0.083
s2,dot_20,22,0.108,0.096
answer,dot_20,23,0.119,0.115
s1,dot_20,23,0.059,0.095
s2,dot_20,23,0.106,0.112
answer,dot_20,24,0.09,0.117
s1,dot_20,24,0.065,0.09
s2,dot_20,24,0.099,0.123
answer,dot_20,25,0.1,0.136
s1,dot_20,25,0.059,0.076
s2,dot_20,25,0.1,0.148
answer,dot_20,26,0.064,0.102
s1,dot_20,26,0.079,0.107
s2,dot_20,26,0.065,0.103
answer,dot_20,27,0.062,0.083
s1,dot_20,27,0.072,0.106
s2,dot_20,27,0.058,0.099
answer,dot_20,28,0.079,0.099
s1,dot_20,28,0.048,0.088
s2,dot_20,28,0.085,0.09
answer,dot_21,0,0.029,0.029
s1,dot_21,0,0.105,0.105
s2,dot_21,0,0.003,0.003
answer,dot_21,1,0.071,0.103
s1,dot_21,1,0.091,0.088
s2,dot_21,1,0.06,0.083
answer,dot_21,2,0.13,0.124
s1,dot_21,2,0.094,0.083
s2,dot_21,2,0.129,0.17
answer,dot_21,3,0.111,0.135
s1,dot_21,3,0.104,0.085
s2,dot_21,3,0.119,0.17
answer,dot_21,4,0.129,0.14
s1,dot_21,4,0.114,0.073
s2,dot_21,4,0.123,0.165
answer,dot_21,5,0.096,0.136
s1,dot_21,5,0.107,0.088
s2,dot_21,5,0.081,0.14
answer,dot_21,6,0.079,0.118
s1,dot_21,6,0.109,0.069
s2,dot_21,6,0.076,0.118
answer,dot_21,7,0.11,0.123
s1,dot_21,7,0.109,0.071
s2,dot_21,7,0.104,0.129
answer,dot_21,8,0.11,0.114
s1,dot_21,8,0.094,0.082
s2,dot_21,8,0.122,0.133
answer,dot_21,9,0.126,0.107
s1,dot_21,9,0.115,0.092
s2,dot_21,9,0.119,0.126
answer,dot_21,10,0.097,0.116
s1,dot_21,10,0.116,0.101
s2,dot_21,10,0.095,0.099
answer,dot_21,11,0.098,0.112
s1,dot_21,11,0.115,0.093
s2,dot_21,11,0.091,0.104
answer,dot_21,12,0.105,0.106
s1,dot_21,12,0.113,0.091
s2,dot_21,12,0.101,0.125
answer,dot_21,13,0.11,0.099
s1,dot_21,13,0.12,0.106
s2,dot_21,13,0.102,0.09
answer,dot_21,14,0.124,0.13
s1,dot_21,14,0.112,0.086
s2,dot_21,14,0.124,0.124
answer,dot_21,15,0.123,0.111
s1,dot_21,15,0.11,0.072
s2,dot_21,15,0.117,0.126
answer,dot_21,16,0.114,0.132
s1,dot_21,16,0.103,0.074
s2,dot_21,16,0.123,0.169
answer,dot_21,17,0.095,0.094
s1,dot_21,17,0.11,0.103
s2,dot_21,17,0.102,0.115
answer,dot_21,18,0.088,0.09
s1,dot_21,18,0.124,0.094
s2,dot_21,18,0.087,0.088
answer,dot_21,19,0.094,0.102
s1,dot_21,19,0.099,0.094
s2,dot_21,19,0.085,0.115
answer,dot_21,20,0.099,0.08
s1,dot_21,20,0.087,0.09
s2,dot_21,20,0.091,0.111
answer,dot_21,21,0.084,0.083
s1,dot_21,21,0.095,0.101
s2,dot_21,21,0.07,0.105
answer,dot_21,22,0.084,0.09
s1,dot_21,22,0.065,0.086
s2,dot_21,22,0.1,0.093
answer,dot_21,23,0.132,0.113
s1,dot_21,23,0.072,0.087
s2,dot_21,23,0.136,0.117
answer,dot_21,24,0.101,0.117
s1,dot_21,24,0.054,0.086
s2,dot_21,24,0.118,0.125
answer,dot_21,25,0.125,0.129
s1,dot_21,25,0.058,0.088
s2,dot_21,25,0.135,0.139
answer,dot_21,26,0.08,0.112
s1,dot_21,26,0.058,0.092
s2,dot_21,26,0.079,0.121
answer,dot_21,27,0.085,0.094
s1,dot_21,27,0.053,0.085
s2,dot_21,27,0.104,0.117
answer,dot_21,28,0.089,0.102
s1,dot_21,28,0.063,0.08
s2,dot_21,28,0.103,0.094
answer,dot_22,0,0.029,0.029
s1,dot_22,0,0.105,0.105
s2,dot_22,0,0.003,0.003
answer,dot_22,1,0.091,0.103
s1,dot_22,1,0.106,0.098
s2,dot_22,1,0.1,0.133
answer,dot_22,2,0.069,0.097
s1,dot_22,2,0.094,0.091
s2,dot_22,2,0.078,0.11
answer,dot_22,3,0.05,0.12
s1,dot_22,3,0.091,0.098
s2,dot_22,3,0.072,0.113
answer,dot_22,4,0.081,0.128
s1,dot_22,4,0.116,0.087
s2,dot_22,4,0.086,0.123
answer,dot_22,5,0.082,0.102
s1,dot_22,5,0.107,0.077
s2,dot_22,5,0.079,0.114
answer,dot_22,6,0.078,0.116
s1,dot_22,6,0.11,0.077
s2,dot_22,6,0.077,0.114
answer,dot_22,7,0.1,0.107
s1,dot_22,7,0.093,0.084
s2,dot_22,7,0.103,0.124
answer,dot_22,8,0.109,0.104
s1,dot_22,8,0.101,0.091
s2,dot_22,8,0.11,0.119
answer,dot_22,9,0.103,0.104
s1,dot_22,9,0.114,0.095
s2,dot_22,9,0.106,0.129
answer,dot_22,10,0.086,0.094
s1,dot_22,10,0.131,0.115
s2,dot_22,10,0.089,0.104
answer,dot_22,11,0.105,0.112
s1,dot_22,11,0.122,0.115
s2,dot_22,11,0.097,0.121
answer,dot_22,12,0.126,0.127
s1,dot_22,12,0.103,0.119
s2,dot_22,12,0.122,0.134
answer,dot_22,13,0.127,0.122
s1,dot_22,13,0.1,0.112
s2,dot_22,13,0.103,0.116
answer,dot_22,14,0.116,0.123
s1,dot_22,14,0.111,0.08
s2,dot_22,14,0.102,0.138
answer,dot_22,15,0.109,0.11
s1,dot_22,15,0.115,0.07
s2,dot_22,15,0.106,0.133
answer,dot_22,16,0.123,0.113
s1,dot_22,16,0.1,0.07
s2,dot_22,16,0.119,0.141
answer,dot_22,17,0.102,0.101
s1,dot_22,17,0.1,0.09
s2,dot_22,17,0.094,0.11
answer,dot_22,18,0.079,0.092
s1,dot_22,18,0.12,0.073
s2,dot_22,18,0.069,0.098
answer,dot_22,19,0.108,0.128
s1,dot_22,19,0.112,0.088
s2,dot_22,19,0.108,0.132
answer,dot_22,20,0.115,0.12
s1,dot_22,20,0.091,0.087
s2,dot_22,20,0.119,0.128
answer,dot_22,21,0.091,0.103
s1,dot_22,21,0.1,0.089
s2,dot_22,21,0.083,0.095
answer,dot_22,22,0.134,0.123
s1,dot_22,22,0.075,0.085
s2,dot_22,22,0.115,0.145
answer,dot_22,23,0.116,0.115
s1,dot_22,23,0.088,0.085
s2,dot_22,23,0.109,0.12
answer,dot_22,24,0.117,0.129
s1,dot_22,24,0.059,0.086
s2,dot_22,24,0.112,0.113
answer,dot_22,25,0.158,0.152
s1,dot_22,25,0.078,0.084
s2,dot_22,25,0.156,0.161
answer,dot_22,26,0.104,0.117
s1,dot_22,26,0.086,0.095
s2,dot_22,26,0.08,0.121
answer,dot_22,27,0.091,0.092
s1,dot_22,27,0.073,0.107
s2,dot_22,27,0.079,0.094
answer,dot_22,28,0.083,0.092
s1,dot_22,28,0.074,0.09
s2,dot_22,28,0.075,0.093
answer,dot_23,0,0.029,0.029
s1,dot_23,0,0.105,0.105
s2,dot_23,0,0.003,0.003
answer,dot_23,1,0.063,0.066
s1,dot_23,1,0.079,0.108
s2,dot_23,1,0.055,0.06
answer,dot_23,2,0.063,0.064
s1,dot_23,2,0.084,0.124
s2,dot_23,2,0.05,0.08
answer,dot_23,3,0.09,0.098
s1,dot_23,3,0.082,0.129
s2,dot_23,3,0.09,0.121
answer,dot_23,4,0.091,0.108
s1,dot_23,4,0.092,0.115
s2,dot_23,4,0.09,0.106
answer,dot_23,5,0.083,0.093
s1,dot_23,5,0.077,0.095
s2,dot_23,5,0.076,0.096
answer,dot_23,6,0.074,0.094
s1,dot_23,6,0.096,0.085
s2,dot_23,6,0.082,0.093
answer,dot_23,7,0.107,0.099
s1,dot_23,7,0.105,0.09
s2,dot_23,7,0.112,0.118
answer,dot_23,8,0.106,0.087
s1,dot_23,8,0.112,0.08
s2,dot_23,8,0.103,0.137
answer,dot_23,9,0.092,0.091
s1,dot_23,9,0.118,0.099
s2,dot_23,9,0.086,0.121
answer,dot_23,10,0.103,0.105
s1,dot_23,10,0.136,0.117
s2,dot_23,10,0.094,0.099
answer,dot_23,11,0.097,0.108
s1,dot_23,11,0.122,0.117
s2,dot_23,11,0.083,0.115
answer,dot_23,12,0.117,0.112
s1,dot_23,12,0.11,0.107
s2,dot_23,12,0.118,0.113
answer,dot_23,13,0.125,0.094
s1,dot_23,13,0.129,0.104
s2,dot_23,13,0.094,0.1
answer,dot_23,14,0.107,0.094
s1,dot_23,14,0.106,0.1
s2,dot_23,14,0.094,0.114
answer,dot_23,15,0.125,0.121
s1,dot_23,15,0.108,0.087
s2,dot_23,15,0.109,0.127
answer,dot_23,16,0.099,0.1
s1,dot_23,16,0.104,0.101
s2,dot_23,16,0.093,0.113
answer,dot_23,17,0.086,0.089
s1,dot_23,17,0.102,0.093
s2,dot_23,17,0.08,0.101
answer,dot_23,18,0.113,0.098
s1,dot_23,18,0.107,0.081
s2,dot_23,18,0.104,0.11
answer,dot_23,19,0.111,0.118
s1,dot_23,19,0.103,0.08
s2,dot_23,19,0.111,0.11
answer,dot_23,20,0.125,0.134
s1,dot_23,20,0.111,0.092
s2,dot_23,20,0.118,0.127
answer,dot_23,21,0.093,0.101
s1,dot_23,21,0.096,0.079
s2,dot_23,21,0.096,0.095
answer,dot_23,22,0.15,0.132
s1,dot_23,22,0.074,0.058
s2,dot_23,22,0.136,0.131
answer,dot_23,23,0.145,0.131
s1,dot_23,23,0.07,0.067
s2,dot_23,23,0.132,0.142
answer,dot_23,24,0.134,0.12
s1,dot_23,24,0.07,0.078
s2,dot_23,24,0.136,0.149
answer,dot_23,25,0.186,0.162
s1,dot_23,25,0.046,0.063
s2,dot_23,25,0.193,0.176
answer,dot_23,26,0.125,0.148
s1,dot_23,26,0.055,0.081
s2,dot_23,26,0.141,0.148
answer,dot_23,27,0.126,0.158
s1,dot_23,27,0.052,0.083
s2,dot_23,27,0.158,0.147
answer,dot_23,28,0.109,0.127
s1,dot_23,28,0.078,0.091
s2,dot_23,28,0.121,0.142
answer,dot_24,0,0.067,0.067
s1,dot_24,0,0.136,0.136
s2,dot_24,0,0.028,0.028
answer,dot_24,1,0.124,0.106
s1,dot_24,1,0.097,0.087
s2,dot_24,1,0.102,0.114
answer,dot_24,2,0.08,0.093
s1,dot_24,2,0.089,0.108
s2,dot_24,2,0.071,0.074
answer,dot_24,3,0.087,0.096
s1,dot_24,3,0.099,0.096
s2,dot_24,3,0.09,0.113
answer,dot_24,4,0.112,0.134
s1,dot_24,4,0.091,0.062
s2,dot_24,4,0.11,0.143
answer,dot_24,5,0.089,0.114
s1,dot_24,5,0.083,0.079
s2,dot_24,5,0.092,0.117
answer,dot_24,6,0.084,0.092
s1,dot_24,6,0.087,0.067
s2,dot_24,6,0.078,0.103
answer,dot_24,7,0.077,0.086
s1,dot_24,7,0.077,0.075
s2,dot_24,7,0.081,0.096
answer,dot_24,8,0.1,0.113
s1,dot_24,8,0.083,0.078
s2,dot_24,8,0.119,0.125
answer,dot_24,9,0.093,0.099
s1,dot_24,9,0.099,0.072
s2,dot_24,9,0.079,0.116
answer,dot_24,10,0.123,0.132
s1,dot_24,10,0.103,0.083
s2,dot_24,10,0.129,0.135
answer,dot_24,11,0.144,0.161
s1,dot_24,11,0.104,0.075
s2,dot_24,11,0.162,0.149
answer,dot_24,12,0.121,0.137
s1,dot_24,12,0.08,0.098
s2,dot_24,12,0.117,0.11
answer,dot_24,13,0.123,0.137
s1,dot_24,13,0.08,0.103
s2,dot_24,13,0.135,0.136
answer,dot_24,14,0.117,0.12
s1,dot_24,14,0.102,0.093
s2,dot_24,14,0.097,0.105
answer,dot_24,15,0.124,0.112
s1,dot_24,15,0.105,0.091
s2,dot_24,15,0.112,0.112
answer,dot_24,16,0.132,0.119
s1,dot_24,16,0.108,0.082
s2,dot_24,16,0.123,0.123
answer,dot_24,17,0.127,0.135
s1,dot_24,17,0.084,0.079
s2,dot_24,17,0.135,0.151
answer,dot_24,18,0.204,0.203
s1,dot_24,18,0.088,0.094
s2,dot_24,18,0.229,0.201
answer,dot_24,19,0.157,0.184
s1,dot_24,19,0.071,0.073
s2,dot_24,19,0.196,0.184
answer,dot_24,20,0.129,0.168
s1,dot_24,20,0.049,0.054
s2,dot_24,20,0.157,0.165
answer,dot_24,21,0.19,0.18
s1,dot_24,21,0.028,0.054
s2,dot_24,21,0.213,0.226
answer,dot_24,22,0.14,0.145
s1,dot_24,22,0.03,0.048
s2,dot_24,22,0.177,0.198
answer,dot_24,23,0.133,0.168
s1,dot_24,23,0.069,0.071
s2,dot_24,23,0.177,0.195
answer,dot_24,24,0.054,0.159
s1,dot_24,24,0.078,0.096
s2,dot_24,24,0.077,0.154
answer,dot_24,25,0.058,0.16
s1,dot_24,25,0.086,0.096
s2,dot_24,25,0.072,0.148
answer,dot_24,26,0.049,0.147
s1,dot_24,26,0.041,0.102
s2,dot_24,26,0.074,0.15
answer,dot_24,27,0.049,0.147
s1,dot_24,27,0.041,0.102
s2,dot_24,27,0.074,0.15
answer,dot_24,28,0.049,0.148
s1,dot_24,28,0.042,0.1
s2,dot_24,28,0.074,0.15
answer,final,0,0.521,0.521
s1,final,0,0.009,0.009
s2,final,0,0.619,0.619
answer,final,1,0.065,0.059
s1,final,1,0.094,0.084
s2,final,1,0.053,0.039
answer,final,2,0.106,0.086
s1,final,2,0.071,0.08
s2,final,2,0.128,0.086
answer,final,3,0.119,0.139
s1,final,3,0.097,0.095
s2,final,3,0.119,0.142
answer,final,4,0.107,0.14
s1,final,4,0.101,0.102
s2,final,4,0.091,0.147
answer,final,5,0.069,0.115
s1,final,5,0.106,0.081
s2,final,5,0.075,0.135
answer,final,6,0.058,0.072
s1,final,6,0.092,0.081
s2,final,6,0.077,0.092
answer,final,7,0.102,0.089
s1,final,7,0.077,0.087
s2,final,7,0.096,0.087
answer,final,8,0.092,0.091
s1,final,8,0.096,0.118
s2,final,8,0.1,0.092
answer,final,9,0.092,0.086
s1,final,9,0.122,0.096
s2,final,9,0.096,0.089
answer,final,10,0.138,0.12
s1,final,10,0.071,0.07
s2,final,10,0.138,0.121
answer,final,11,0.103,0.104
s1,final,11,0.107,0.073
s2,final,11,0.109,0.127
answer,final,12,0.074,0.081
s1,final,12,0.087,0.079
s2,final,12,0.064,0.105
answer,final,13,0.096,0.137
s1,final,13,0.067,0.073
s2,final,13,0.101,0.156
answer,final,14,0.1,0.137
s1,final,14,0.123,0.08
s2,final,14,0.11,0.155
answer,final,15,0.08,0.145
s1,final,15,0.11,0.082
s2,final,15,0.108,0.181
answer,final,16,0.047,0.111
s1,final,16,0.095,0.079
s2,final,16,0.067,0.141
answer,final,17,0.058,0.137
s1,final,17,0.084,0.095
s2,final,17,0.077,0.17
answer,final,18,0.032,0.111
s1,final,18,0.076,0.089
s2,final,18,0.031,0.127
answer,final,19,0.053,0.107
s1,final,19,0.089,0.079
s2,final,19,0.051,0.118
answer,final,20,0.041,0.081
s1,final,20,0.086,0.076
s2,final,20,0.041,0.087
answer,final,21,0.055,0.072
s1,final,21,0.081,0.077
s2,final,21,0.046,0.087
answer,final,22,0.094,0.117
s1,final,22,0.087,0.092
s2,final,22,0.119,0.121
answer,final,23,0.02,0.065
s1,final,23,0.121,0.107
s2,final,23,0.008,0.063
answer,final,24,0.127,0.076
s1,final,24,0.15,0.111
s2,final,24,0.073,0.073
answer,final,25,0.265,0.128
s1,final,25,0.126,0.097
s2,final,25,0.244,0.134
answer,final,26,0.374,0.194
