target,position,layer,top1_first_digit,top1_shuffled
answer,dot_9,21,0.093,0.11
x,dot_9,21,0.103,0.113
c1x,dot_9,21,0.109,0.09
y,dot_9,21,0.096,0.101
c2y,dot_9,21,0.095,0.113
answer,dot_9,22,0.085,0.088
x,dot_9,22,0.099,0.103
c1x,dot_9,22,0.088,0.08
y,dot_9,22,0.077,0.083
c2y,dot_9,22,0.093,0.093
answer,dot_9,23,0.084,0.105
x,dot_9,23,0.104,0.104
c1x,dot_9,23,0.096,0.093
y,dot_9,23,0.095,0.11
c2y,dot_9,23,0.078,0.092
answer,dot_9,24,0.118,0.096
x,dot_9,24,0.417,0.099
c1x,dot_9,24,0.046,0.088
y,dot_9,24,0.062,0.093
c2y,dot_9,24,0.102,0.109
answer,dot_9,25,0.114,0.088
x,dot_9,25,0.423,0.107
c1x,dot_9,25,0.041,0.082
y,dot_9,25,0.05,0.091
c2y,dot_9,25,0.105,0.114
answer,dot_9,26,0.106,0.087
x,dot_9,26,0.541,0.108
c1x,dot_9,26,0.035,0.09
y,dot_9,26,0.058,0.08
c2y,dot_9,26,0.106,0.115
answer,dot_9,27,0.107,0.08
x,dot_9,27,0.334,0.091
c1x,dot_9,27,0.081,0.125
y,dot_9,27,0.093,0.109
c2y,dot_9,27,0.101,0.116
answer,dot_9,28,0.112,0.096
x,dot_9,28,0.272,0.093
c1x,dot_9,28,0.117,0.146
y,dot_9,28,0.117,0.126
c2y,dot_9,28,0.118,0.106
answer,dot_10,0,0.195,0.195
x,dot_10,0,0.127,0.127
c1x,dot_10,0,0.045,0.045
y,dot_10,0,0.048,0.048
c2y,dot_10,0,0.188,0.188
answer,dot_10,1,0.109,0.105
x,dot_10,1,0.101,0.096
c1x,dot_10,1,0.112,0.122
y,dot_10,1,0.108,0.11
c2y,dot_10,1,0.107,0.091
answer,dot_10,2,0.11,0.102
x,dot_10,2,0.089,0.104
c1x,dot_10,2,0.125,0.13
y,dot_10,2,0.126,0.121
c2y,dot_10,2,0.106,0.106
answer,dot_10,3,0.124,0.109
x,dot_10,3,0.092,0.105
c1x,dot_10,3,0.117,0.128
y,dot_10,3,0.116,0.134
c2y,dot_10,3,0.118,0.109
answer,dot_10,4,0.108,0.1
x,dot_10,4,0.093,0.099
c1x,dot_10,4,0.125,0.118
y,dot_10,4,0.108,0.12
c2y,dot_10,4,0.098,0.098
answer,dot_10,5,0.104,0.096
x,dot_10,5,0.093,0.106
c1x,dot_10,5,0.12,0.108
y,dot_10,5,0.11,0.112
c2y,dot_10,5,0.096,0.092
answer,dot_10,6,0.092,0.098
x,dot_10,6,0.089,0.088
c1x,dot_10,6,0.105,0.122
y,dot_10,6,0.109,0.106
c2y,dot_10,6,0.079,0.103
answer,dot_10,7,0.106,0.097
x,dot_10,7,0.102,0.097
c1x,dot_10,7,0.124,0.128
y,dot_10,7,0.131,0.13
c2y,dot_10,7,0.099,0.103
answer,dot_10,8,0.089,0.085
x,dot_10,8,0.109,0.088
c1x,dot_10,8,0.111,0.102
y,dot_10,8,0.123,0.111
c2y,dot_10,8,0.078,0.108
answer,dot_10,9,0.108,0.08
x,dot_10,9,0.107,0.103
c1x,dot_10,9,0.11,0.108
y,dot_10,9,0.105,0.124
c2y,dot_10,9,0.099,0.107
answer,dot_10,10,0.105,0.08
x,dot_10,10,0.089,0.111
c1x,dot_10,10,0.094,0.108
y,dot_10,10,0.102,0.111
c2y,dot_10,10,0.095,0.117
answer,dot_10,11,0.116,0.09
x,dot_10,11,0.096,0.117
c1x,dot_10,11,0.098,0.106
y,dot_10,11,0.104,0.118
c2y,dot_10,11,0.102,0.105
answer,dot_10,12,0.12,0.116
x,dot_10,12,0.105,0.126
c1x,dot_10,12,0.123,0.119
y,dot_10,12,0.113,0.134
c2y,dot_10,12,0.11,0.104
answer,dot_10,13,0.095,0.096
x,dot_10,13,0.097,0.094
c1x,dot_10,13,0.103,0.117
y,dot_10,13,0.1,0.113
c2y,dot_10,13,0.096,0.094
answer,dot_10,14,0.1,0.087
x,dot_10,14,0.108,0.09
c1x,dot_10,14,0.096,0.098
y,dot_10,14,0.096,0.102
c2y,dot_10,14,0.105,0.102
answer,dot_10,15,0.086,0.077
x,dot_10,15,0.091,0.097
c1x,dot_10,15,0.123,0.118
y,dot_10,15,0.114,0.124
c2y,dot_10,15,0.09,0.102
answer,dot_10,16,0.106,0.091
x,dot_10,16,0.1,0.111
c1x,dot_10,16,0.118,0.114
y,dot_10,16,0.113,0.125
c2y,dot_10,16,0.107,0.103
answer,dot_10,17,0.1,0.104
x,dot_10,17,0.085,0.099
c1x,dot_10,17,0.109,0.099
y,dot_10,17,0.104,0.126
c2y,dot_10,17,0.092,0.114
answer,dot_10,18,0.096,0.108
x,dot_10,18,0.092,0.095
c1x,dot_10,18,0.115,0.116
y,dot_10,18,0.103,0.124
c2y,dot_10,18,0.097,0.112
answer,dot_10,19,0.117,0.098
x,dot_10,19,0.11,0.103
c1x,dot_10,19,0.098,0.101
y,dot_10,19,0.099,0.107
c2y,dot_10,19,0.112,0.101
answer,dot_10,20,0.098,0.111
x,dot_10,20,0.088,0.112
c1x,dot_10,20,0.106,0.096
y,dot_10,20,0.1,0.102
c2y,dot_10,20,0.094,0.098
answer,dot_10,21,0.1,0.119
x,dot_10,21,0.09,0.105
c1x,dot_10,21,0.114,0.1
y,dot_10,21,0.108,0.114
c2y,dot_10,21,0.099,0.113
answer,dot_10,22,0.094,0.09
x,dot_10,22,0.081,0.096
c1x,dot_10,22,0.087,0.084
y,dot_10,22,0.091,0.095
c2y,dot_10,22,0.094,0.091
answer,dot_10,23,0.088,0.108
x,dot_10,23,0.095,0.091
c1x,dot_10,23,0.11,0.092
y,dot_10,23,0.119,0.112
c2y,dot_10,23,0.085,0.102
answer,dot_10,24,0.124,0.1
x,dot_10,24,0.407,0.101
c1x,dot_10,24,0.057,0.103
y,dot_10,24,0.077,0.103
c2y,dot_10,24,0.119,0.105
answer,dot_10,25,0.116,0.089
x,dot_10,25,0.397,0.115
c1x,dot_10,25,0.053,0.095
y,dot_10,25,0.062,0.104
c2y,dot_10,25,0.116,0.115
answer,dot_10,26,0.102,0.1
x,dot_10,26,0.555,0.099
c1x,dot_10,26,0.053,0.1
y,dot_10,26,0.062,0.082
c2y,dot_10,26,0.101,0.11
answer,dot_10,27,0.128,0.107
x,dot_10,27,0.286,0.091
c1x,dot_10,27,0.093,0.141
y,dot_10,27,0.106,0.126
c2y,dot_10,27,0.122,0.102
answer,dot_10,28,0.113,0.105
x,dot_10,28,0.242,0.085
c1x,dot_10,28,0.093,0.147
y,dot_10,28,0.107,0.122
c2y,dot_10,28,0.112,0.111
answer,dot_11,0,0.195,0.195
x,dot_11,0,0.127,0.127
c1x,dot_11,0,0.045,0.045
y,dot_11,0,0.048,0.048
c2y,dot_11,0,0.188,0.188
answer,dot_11,1,0.111,0.108
x,dot_11,1,0.109,0.102
c1x,dot_11,1,0.109,0.115
y,dot_11,1,0.098,0.106
c2y,dot_11,1,0.102,0.095
answer,dot_11,2,0.105,0.113
x,dot_11,2,0.098,0.084
c1x,dot_11,2,0.143,0.137
y,dot_11,2,0.12,0.129
c2y,dot_11,2,0.098,0.123
answer,dot_11,3,0.117,0.122
x,dot_11,3,0.102,0.096
c1x,dot_11,3,0.148,0.145
y,dot_11,3,0.135,0.12
c2y,dot_11,3,0.109,0.118
answer,dot_11,4,0.113,0.109
x,dot_11,4,0.092,0.089
c1x,dot_11,4,0.14,0.127
y,dot_11,4,0.131,0.138
c2y,dot_11,4,0.106,0.116
answer,dot_11,5,0.103,0.108
x,dot_11,5,0.095,0.098
c1x,dot_11,5,0.131,0.117
y,dot_11,5,0.117,0.122
c2y,dot_11,5,0.095,0.12
answer,dot_11,6,0.1,0.097
x,dot_11,6,0.096,0.095
c1x,dot_11,6,0.121,0.134
y,dot_11,6,0.117,0.117
c2y,dot_11,6,0.095,0.115
answer,dot_11,7,0.102,0.106
x,dot_11,7,0.089,0.102
c1x,dot_11,7,0.122,0.135
y,dot_11,7,0.121,0.129
c2y,dot_11,7,0.103,0.104
answer,dot_11,8,0.088,0.091
x,dot_11,8,0.1,0.094
c1x,dot_11,8,0.103,0.121
y,dot_11,8,0.122,0.109
c2y,dot_11,8,0.082,0.096
answer,dot_11,9,0.096,0.089
x,dot_11,9,0.103,0.114
c1x,dot_11,9,0.108,0.102
y,dot_11,9,0.107,0.109
c2y,dot_11,9,0.095,0.099
answer,dot_11,10,0.101,0.103
x,dot_11,10,0.092,0.109
c1x,dot_11,10,0.11,0.118
y,dot_11,10,0.109,0.115
c2y,dot_11,10,0.101,0.1
answer,dot_11,11,0.09,0.094
x,dot_11,11,0.092,0.1
c1x,dot_11,11,0.092,0.11
y,dot_11,11,0.095,0.098
c2y,dot_11,11,0.085,0.079
answer,dot_11,12,0.103,0.085
x,dot_11,12,0.088,0.091
c1x,dot_11,12,0.107,0.113
y,dot_11,12,0.089,0.104
c2y,dot_11,12,0.099,0.082
answer,dot_11,13,0.103,0.088
x,dot_11,13,0.102,0.099
c1x,dot_11,13,0.105,0.122
y,dot_11,13,0.092,0.112
c2y,dot_11,13,0.094,0.076
answer,dot_11,14,0.09,0.086
x,dot_11,14,0.097,0.079
c1x,dot_11,14,0.106,0.105
y,dot_11,14,0.097,0.103
c2y,dot_11,14,0.091,0.079
answer,dot_11,15,0.107,0.07
x,dot_11,15,0.095,0.082
c1x,dot_11,15,0.099,0.114
y,dot_11,15,0.092,0.113
c2y,dot_11,15,0.092,0.083
answer,dot_11,16,0.092,0.078
x,dot_11,16,0.105,0.08
c1x,dot_11,16,0.117,0.119
y,dot_11,16,0.105,0.109
c2y,dot_11,16,0.084,0.077
answer,dot_11,17,0.115,0.081
x,dot_11,17,0.103,0.093
c1x,dot_11,17,0.098,0.098
y,dot_11,17,0.086,0.096
c2y,dot_11,17,0.102,0.109
answer,dot_11,18,0.105,0.08
x,dot_11,18,0.096,0.105
c1x,dot_11,18,0.103,0.099
y,dot_11,18,0.098,0.091
c2y,dot_11,18,0.096,0.108
answer,dot_11,19,0.113,0.084
x,dot_11,19,0.096,0.105
c1x,dot_11,19,0.101,0.108
y,dot_11,19,0.086,0.095
c2y,dot_11,19,0.113,0.096
answer,dot_11,20,0.118,0.07
x,dot_11,20,0.097,0.096
c1x,dot_11,20,0.112,0.106
y,dot_11,20,0.104,0.11
c2y,dot_11,20,0.118,0.111
answer,dot_11,21,0.11,0.088
x,dot_11,21,0.087,0.108
c1x,dot_11,21,0.139,0.143
y,dot_11,21,0.13,0.139
c2y,dot_11,21,0.116,0.131
answer,dot_11,22,0.081,0.074
x,dot_11,22,0.088,0.102
c1x,dot_11,22,0.092,0.099
y,dot_11,22,0.099,0.081
c2y,dot_11,22,0.091,0.093
answer,dot_11,23,0.121,0.083
x,dot_11,23,0.131,0.115
c1x,dot_11,23,0.074,0.095
y,dot_11,23,0.081,0.091
c2y,dot_11,23,0.131,0.099
answer,dot_11,24,0.117,0.084
x,dot_11,24,0.386,0.113
c1x,dot_11,24,0.053,0.092
y,dot_11,24,0.054,0.082
c2y,dot_11,24,0.124,0.093
answer,dot_11,25,0.114,0.08
x,dot_11,25,0.402,0.118
c1x,dot_11,25,0.064,0.101
y,dot_11,25,0.068,0.089
c2y,dot_11,25,0.118,0.086
answer,dot_11,26,0.103,0.078
x,dot_11,26,0.568,0.098
c1x,dot_11,26,0.047,0.103
y,dot_11,26,0.068,0.086
c2y,dot_11,26,0.104,0.104
answer,dot_11,27,0.102,0.094
x,dot_11,27,0.285,0.093
c1x,dot_11,27,0.076,0.107
y,dot_11,27,0.094,0.096
c2y,dot_11,27,0.099,0.115
answer,dot_11,28,0.1,0.11
x,dot_11,28,0.24,0.082
c1x,dot_11,28,0.089,0.119
y,dot_11,28,0.11,0.131
c2y,dot_11,28,0.102,0.112
answer,dot_12,0,0.195,0.195
x,dot_12,0,0.127,0.127
c1x,dot_12,0,0.045,0.045
y,dot_12,0,0.048,0.048
c2y,dot_12,0,0.188,0.188
answer,dot_12,1,0.111,0.108
x,dot_12,1,0.113,0.1
c1x,dot_12,1,0.113,0.119
y,dot_12,1,0.114,0.107
c2y,dot_12,1,0.1,0.108
answer,dot_12,2,0.103,0.111
x,dot_12,2,0.097,0.094
c1x,dot_12,2,0.132,0.135
y,dot_12,2,0.117,0.131
c2y,dot_12,2,0.103,0.11
answer,dot_12,3,0.117,0.118
x,dot_12,3,0.093,0.088
c1x,dot_12,3,0.153,0.135
y,dot_12,3,0.142,0.115
c2y,dot_12,3,0.113,0.123
answer,dot_12,4,0.101,0.094
x,dot_12,4,0.098,0.095
c1x,dot_12,4,0.145,0.122
y,dot_12,4,0.127,0.127
c2y,dot_12,4,0.095,0.116
answer,dot_12,5,0.107,0.099
x,dot_12,5,0.096,0.087
c1x,dot_12,5,0.13,0.116
y,dot_12,5,0.116,0.121
c2y,dot_12,5,0.098,0.117
answer,dot_12,6,0.097,0.093
x,dot_12,6,0.093,0.094
c1x,dot_12,6,0.132,0.143
y,dot_12,6,0.115,0.111
c2y,dot_12,6,0.086,0.102
answer,dot_12,7,0.092,0.096
x,dot_12,7,0.102,0.09
c1x,dot_12,7,0.133,0.135
y,dot_12,7,0.135,0.129
c2y,dot_12,7,0.091,0.093
answer,dot_12,8,0.095,0.088
x,dot_12,8,0.108,0.101
c1x,dot_12,8,0.115,0.12
y,dot_12,8,0.132,0.128
c2y,dot_12,8,0.087,0.104
answer,dot_12,9,0.1,0.098
x,dot_12,9,0.104,0.104
c1x,dot_12,9,0.118,0.105
y,dot_12,9,0.114,0.127
c2y,dot_12,9,0.1,0.111
answer,dot_12,10,0.095,0.095
x,dot_12,10,0.088,0.11
c1x,dot_12,10,0.127,0.116
y,dot_12,10,0.132,0.099
c2y,dot_12,10,0.086,0.104
answer,dot_12,11,0.098,0.087
x,dot_12,11,0.079,0.108
c1x,dot_12,11,0.1,0.11
y,dot_12,11,0.107,0.105
c2y,dot_12,11,0.094,0.093
answer,dot_12,12,0.114,0.095
x,dot_12,12,0.08,0.1
c1x,dot_12,12,0.097,0.107
y,dot_12,12,0.089,0.105
c2y,dot_12,12,0.113,0.101
answer,dot_12,13,0.104,0.097
x,dot_12,13,0.094,0.108
c1x,dot_12,13,0.091,0.109
y,dot_12,13,0.088,0.104
c2y,dot_12,13,0.107,0.099
answer,dot_12,14,0.102,0.11
x,dot_12,14,0.089,0.111
c1x,dot_12,14,0.103,0.108
y,dot_12,14,0.104,0.104
c2y,dot_12,14,0.111,0.113
answer,dot_12,15,0.098,0.086
x,dot_12,15,0.087,0.113
c1x,dot_12,15,0.117,0.126
y,dot_12,15,0.106,0.111
c2y,dot_12,15,0.094,0.11
answer,dot_12,16,0.089,0.111
x,dot_12,16,0.085,0.096
c1x,dot_12,16,0.138,0.137
y,dot_12,16,0.143,0.133
c2y,dot_12,16,0.1,0.119
answer,dot_12,17,0.106,0.096
x,dot_12,17,0.1,0.097
c1x,dot_12,17,0.089,0.096
y,dot_12,17,0.102,0.093
c2y,dot_12,17,0.108,0.105
answer,dot_12,18,0.124,0.118
x,dot_12,18,0.101,0.105
c1x,dot_12,18,0.115,0.114
y,dot_12,18,0.128,0.123
c2y,dot_12,18,0.121,0.118
answer,dot_12,19,0.096,0.1
x,dot_12,19,0.087,0.098
c1x,dot_12,19,0.14,0.133
y,dot_12,19,0.146,0.146
c2y,dot_12,19,0.096,0.109
answer,dot_12,20,0.099,0.094
x,dot_12,20,0.111,0.096
c1x,dot_12,20,0.121,0.125
y,dot_12,20,0.138,0.124
c2y,dot_12,20,0.101,0.11
answer,dot_12,21,0.107,0.104
x,dot_12,21,0.09,0.094
c1x,dot_12,21,0.151,0.152
y,dot_12,21,0.157,0.15
c2y,dot_12,21,0.104,0.122
answer,dot_12,22,0.09,0.095
x,dot_12,22,0.085,0.105
c1x,dot_12,22,0.128,0.118
y,dot_12,22,0.137,0.136
c2y,dot_12,22,0.089,0.102
answer,dot_12,23,0.112,0.107
x,dot_12,23,0.123,0.102
c1x,dot_12,23,0.131,0.125
y,dot_12,23,0.129,0.135
c2y,dot_12,23,0.116,0.121
answer,dot_12,24,0.138,0.108
x,dot_12,24,0.446,0.096
c1x,dot_12,24,0.069,0.136
y,dot_12,24,0.082,0.106
c2y,dot_12,24,0.135,0.124
answer,dot_12,25,0.121,0.105
x,dot_12,25,0.391,0.099
c1x,dot_12,25,0.057,0.107
y,dot_12,25,0.08,0.104
c2y,dot_12,25,0.117,0.103
answer,dot_12,26,0.124,0.119
x,dot_12,26,0.523,0.105
c1x,dot_12,26,0.04,0.101
y,dot_12,26,0.057,0.086
c2y,dot_12,26,0.116,0.103
answer,dot_12,27,0.126,0.101
x,dot_12,27,0.216,0.089
c1x,dot_12,27,0.077,0.114
y,dot_12,27,0.087,0.105
c2y,dot_12,27,0.121,0.126
answer,dot_12,28,0.12,0.122
x,dot_12,28,0.163,0.079
c1x,dot_12,28,0.162,0.171
y,dot_12,28,0.157,0.184
c2y,dot_12,28,0.117,0.125
answer,dot_13,0,0.195,0.195
x,dot_13,0,0.127,0.127
c1x,dot_13,0,0.045,0.045
y,dot_13,0,0.048,0.048
c2y,dot_13,0,0.188,0.188
answer,dot_13,1,0.117,0.113
x,dot_13,1,0.117,0.099
c1x,dot_13,1,0.119,0.113
y,dot_13,1,0.107,0.103
c2y,dot_13,1,0.112,0.094
answer,dot_13,2,0.125,0.118
x,dot_13,2,0.108,0.09
c1x,dot_13,2,0.141,0.133
y,dot_13,2,0.135,0.135
c2y,dot_13,2,0.117,0.11
answer,dot_13,3,0.125,0.115
x,dot_13,3,0.113,0.081
c1x,dot_13,3,0.147,0.133
y,dot_13,3,0.139,0.121
c2y,dot_13,3,0.119,0.114
answer,dot_13,4,0.11,0.105
x,dot_13,4,0.093,0.09
c1x,dot_13,4,0.13,0.13
y,dot_13,4,0.115,0.123
c2y,dot_13,4,0.105,0.104
answer,dot_13,5,0.105,0.098
x,dot_13,5,0.098,0.09
c1x,dot_13,5,0.117,0.118
y,dot_13,5,0.113,0.111
c2y,dot_13,5,0.094,0.102
answer,dot_13,6,0.089,0.104
x,dot_13,6,0.1,0.082
c1x,dot_13,6,0.12,0.129
y,dot_13,6,0.12,0.105
c2y,dot_13,6,0.079,0.097
answer,dot_13,7,0.099,0.104
x,dot_13,7,0.091,0.081
c1x,dot_13,7,0.112,0.14
y,dot_13,7,0.113,0.11
c2y,dot_13,7,0.09,0.092
answer,dot_13,8,0.096,0.099
x,dot_13,8,0.106,0.102
c1x,dot_13,8,0.115,0.125
y,dot_13,8,0.122,0.122
c2y,dot_13,8,0.093,0.106
answer,dot_13,9,0.108,0.082
x,dot_13,9,0.114,0.124
c1x,dot_13,9,0.105,0.121
y,dot_13,9,0.103,0.123
c2y,dot_13,9,0.109,0.106
answer,dot_13,10,0.102,0.092
x,dot_13,10,0.087,0.113
c1x,dot_13,10,0.087,0.098
y,dot_13,10,0.103,0.098
c2y,dot_13,10,0.094,0.103
answer,dot_13,11,0.107,0.095
x,dot_13,11,0.081,0.114
c1x,dot_13,11,0.099,0.099
y,dot_13,11,0.096,0.111
c2y,dot_13,11,0.107,0.105
answer,dot_13,12,0.112,0.105
x,dot_13,12,0.086,0.115
c1x,dot_13,12,0.111,0.112
y,dot_13,12,0.106,0.11
c2y,dot_13,12,0.112,0.106
answer,dot_13,13,0.107,0.092
x,dot_13,13,0.078,0.095
c1x,dot_13,13,0.093,0.096
y,dot_13,13,0.081,0.098
c2y,dot_13,13,0.099,0.098
answer,dot_13,14,0.101,0.104
x,dot_13,14,0.091,0.099
c1x,dot_13,14,0.093,0.091
y,dot_13,14,0.095,0.093
c2y,dot_13,14,0.107,0.106
answer,dot_13,15,0.089,0.096
x,dot_13,15,0.091,0.112
c1x,dot_13,15,0.104,0.112
y,dot_13,15,0.113,0.097
c2y,dot_13,15,0.09,0.097
answer,dot_13,16,0.101,0.103
x,dot_13,16,0.096,0.107
c1x,dot_13,16,0.1,0.126
y,dot_13,16,0.125,0.119
c2y,dot_13,16,0.118,0.095
answer,dot_13,17,0.105,0.091
x,dot_13,17,0.088,0.105
c1x,dot_13,17,0.101,0.118
y,dot_13,17,0.128,0.119
c2y,dot_13,17,0.105,0.086
answer,dot_13,18,0.116,0.11
x,dot_13,18,0.099,0.095
c1x,dot_13,18,0.105,0.091
y,dot_13,18,0.102,0.105
c2y,dot_13,18,0.115,0.105
answer,dot_13,19,0.095,0.101
x,dot_13,19,0.079,0.094
c1x,dot_13,19,0.126,0.107
y,dot_13,19,0.134,0.106
c2y,dot_13,19,0.101,0.099
answer,dot_13,20,0.066,0.076
x,dot_13,20,0.097,0.093
c1x,dot_13,20,0.102,0.087
y,dot_13,20,0.108,0.105
c2y,dot_13,20,0.072,0.087
answer,dot_13,21,0.107,0.106
x,dot_13,21,0.084,0.114
c1x,dot_13,21,0.109,0.102
y,dot_13,21,0.118,0.119
c2y,dot_13,21,0.11,0.111
answer,dot_13,22,0.083,0.095
x,dot_13,22,0.07,0.114
c1x,dot_13,22,0.09,0.097
y,dot_13,22,0.095,0.09
c2y,dot_13,22,0.095,0.102
answer,dot_13,23,0.092,0.096
x,dot_13,23,0.088,0.096
c1x,dot_13,23,0.103,0.1
y,dot_13,23,0.094,0.103
c2y,dot_13,23,0.098,0.116
answer,dot_13,24,0.107,0.097
x,dot_13,24,0.138,0.097
c1x,dot_13,24,0.092,0.105
y,dot_13,24,0.085,0.092
c2y,dot_13,24,0.102,0.103
answer,dot_13,25,0.106,0.097
x,dot_13,25,0.138,0.084
c1x,dot_13,25,0.077,0.101
y,dot_13,25,0.079,0.096
c2y,dot_13,25,0.104,0.092
answer,dot_13,26,0.125,0.111
x,dot_13,26,0.183,0.107
c1x,dot_13,26,0.075,0.086
y,dot_13,26,0.081,0.096
c2y,dot_13,26,0.126,0.111
answer,dot_13,27,0.095,0.083
x,dot_13,27,0.083,0.074
c1x,dot_13,27,0.062,0.057
y,dot_13,27,0.059,0.069
c2y,dot_13,27,0.097,0.086
answer,dot_13,28,0.09,0.074
x,dot_13,28,0.092,0.081
c1x,dot_13,28,0.131,0.129
y,dot_13,28,0.129,0.133
c2y,dot_13,28,0.085,0.074
answer,dot_14,0,0.195,0.195
x,dot_14,0,0.127,0.127
c1x,dot_14,0,0.045,0.045
y,dot_14,0,0.048,0.048
c2y,dot_14,0,0.188,0.188
answer,dot_14,1,0.11,0.124
x,dot_14,1,0.112,0.094
c1x,dot_14,1,0.118,0.113
y,dot_14,1,0.106,0.103
c2y,dot_14,1,0.112,0.1
answer,dot_14,2,0.112,0.122
x,dot_14,2,0.093,0.099
c1x,dot_14,2,0.12,0.127
y,dot_14,2,0.124,0.122
c2y,dot_14,2,0.111,0.103
answer,dot_14,3,0.117,0.118
x,dot_14,3,0.097,0.097
c1x,dot_14,3,0.142,0.123
y,dot_14,3,0.139,0.134
c2y,dot_14,3,0.107,0.111
answer,dot_14,4,0.112,0.104
x,dot_14,4,0.109,0.103
c1x,dot_14,4,0.129,0.119
y,dot_14,4,0.107,0.108
c2y,dot_14,4,0.11,0.105
answer,dot_14,5,0.106,0.095
x,dot_14,5,0.104,0.108
c1x,dot_14,5,0.1,0.103
y,dot_14,5,0.096,0.109
c2y,dot_14,5,0.101,0.104
answer,dot_14,6,0.09,0.1
x,dot_14,6,0.093,0.096
c1x,dot_14,6,0.116,0.126
y,dot_14,6,0.118,0.11
c2y,dot_14,6,0.086,0.111
answer,dot_14,7,0.092,0.106
x,dot_14,7,0.099,0.089
c1x,dot_14,7,0.132,0.141
y,dot_14,7,0.136,0.115
c2y,dot_14,7,0.084,0.096
answer,dot_14,8,0.088,0.097
x,dot_14,8,0.1,0.098
c1x,dot_14,8,0.113,0.121
y,dot_14,8,0.126,0.111
c2y,dot_14,8,0.089,0.106
answer,dot_14,9,0.111,0.094
x,dot_14,9,0.106,0.101
c1x,dot_14,9,0.108,0.104
y,dot_14,9,0.111,0.136
c2y,dot_14,9,0.11,0.096
answer,dot_14,10,0.099,0.079
x,dot_14,10,0.102,0.103
c1x,dot_14,10,0.081,0.103
y,dot_14,10,0.086,0.101
c2y,dot_14,10,0.088,0.104
answer,dot_14,11,0.104,0.114
x,dot_14,11,0.101,0.11
c1x,dot_14,11,0.09,0.088
y,dot_14,11,0.093,0.114
c2y,dot_14,11,0.095,0.125
answer,dot_14,12,0.106,0.103
x,dot_14,12,0.121,0.098
c1x,dot_14,12,0.089,0.118
y,dot_14,12,0.102,0.107
c2y,dot_14,12,0.094,0.111
answer,dot_14,13,0.1,0.105
x,dot_14,13,0.102,0.109
c1x,dot_14,13,0.095,0.09
y,dot_14,13,0.108,0.105
c2y,dot_14,13,0.093,0.119
answer,dot_14,14,0.097,0.123
x,dot_14,14,0.112,0.104
c1x,dot_14,14,0.107,0.108
y,dot_14,14,0.118,0.107
c2y,dot_14,14,0.101,0.106
answer,dot_14,15,0.107,0.106
x,dot_14,15,0.105,0.112
c1x,dot_14,15,0.101,0.107
y,dot_14,15,0.098,0.115
c2y,dot_14,15,0.104,0.105
answer,dot_14,16,0.104,0.105
x,dot_14,16,0.09,0.108
c1x,dot_14,16,0.127,0.126
y,dot_14,16,0.139,0.137
c2y,dot_14,16,0.102,0.093
answer,dot_14,17,0.111,0.109
x,dot_14,17,0.093,0.106
c1x,dot_14,17,0.106,0.118
y,dot_14,17,0.106,0.105
c2y,dot_14,17,0.097,0.101
answer,dot_14,18,0.113,0.089
x,dot_14,18,0.086,0.095
c1x,dot_14,18,0.115,0.118
y,dot_14,18,0.106,0.12
c2y,dot_14,18,0.098,0.093
answer,dot_14,19,0.101,0.096
x,dot_14,19,0.083,0.088
c1x,dot_14,19,0.124,0.139
y,dot_14,19,0.119,0.131
c2y,dot_14,19,0.092,0.104
answer,dot_14,20,0.093,0.096
x,dot_14,20,0.087,0.093
c1x,dot_14,20,0.108,0.119
y,dot_14,20,0.094,0.115
c2y,dot_14,20,0.089,0.102
answer,dot_14,21,0.095,0.093
x,dot_14,21,0.083,0.09
c1x,dot_14,21,0.097,0.1
y,dot_14,21,0.095,0.107
c2y,dot_14,21,0.088,0.093
answer,dot_14,22,0.096,0.099
x,dot_14,22,0.064,0.102
c1x,dot_14,22,0.111,0.109
y,dot_14,22,0.11,0.101
c2y,dot_14,22,0.095,0.11
answer,dot_14,23,0.098,0.093
x,dot_14,23,0.161,0.074
c1x,dot_14,23,0.101,0.121
y,dot_14,23,0.1,0.114
c2y,dot_14,23,0.096,0.112
answer,dot_14,24,0.117,0.1
x,dot_14,24,0.331,0.088
c1x,dot_14,24,0.074,0.11
y,dot_14,24,0.081,0.107
c2y,dot_14,24,0.11,0.122
answer,dot_14,25,0.094,0.071
x,dot_14,25,0.319,0.086
c1x,dot_14,25,0.06,0.091
y,dot_14,25,0.073,0.086
c2y,dot_14,25,0.094,0.101
answer,dot_14,26,0.098,0.09
x,dot_14,26,0.327,0.102
c1x,dot_14,26,0.064,0.084
y,dot_14,26,0.061,0.074
c2y,dot_14,26,0.104,0.124
answer,dot_14,27,0.086,0.09
x,dot_14,27,0.182,0.086
c1x,dot_14,27,0.074,0.096
y,dot_14,27,0.09,0.087
c2y,dot_14,27,0.085,0.096
answer,dot_14,28,0.097,0.094
x,dot_14,28,0.147,0.081
c1x,dot_14,28,0.116,0.151
y,dot_14,28,0.104,0.106
c2y,dot_14,28,0.093,0.098
answer,dot_15,0,0.195,0.195
x,dot_15,0,0.127,0.127
c1x,dot_15,0,0.045,0.045
y,dot_15,0,0.048,0.048
c2y,dot_15,0,0.188,0.188
answer,dot_15,1,0.103,0.103
x,dot_15,1,0.114,0.086
c1x,dot_15,1,0.106,0.113
y,dot_15,1,0.104,0.09
c2y,dot_15,1,0.1,0.091
answer,dot_15,2,0.106,0.129
